indicador,data,actual,forecast,diferenca,surpresa_zscore,atencao_bruta,IAN,ICE,limiar_ian_indicador,opera,direcao,tamanho_posicao
CPI_EUA,2025-07-15,0.3,0.3,0.0,0.0,20.5,0.1444444444444444,-0.8686305946054531,0.27222222222222214,False,,0.0
CPI_EUA,2025-08-12,0.2,0.2,0.0,0.0,34.5,0.4555555555555555,-0.1440546677038608,0.27222222222222214,False,,0.0
CPI_EUA,2025-09-11,0.4,0.3,0.1,1.0075060759869816,19.5,0.1222222222222222,-0.1532777073720758,0.27222222222222214,False,,0.0
CPI_EUA,2025-10-24,0.3,0.4,-0.1,-1.0075060759869816,17.5,0.0777777777777777,-0.1428579200620459,0.27222222222222214,False,,0.0
CPI_EUA,2026-01-13,0.3,0.3,0.0,0.0,27.0,0.2888888888888888,-0.1328283390474367,0.27222222222222214,False,,0.0
CPI_EUA,2026-02-13,0.2,0.3,-0.0999999999999999,-1.007506075986981,33.5,0.4333333333333333,-0.1272616591339566,0.27222222222222214,True,comprar,0.37818661437528545
CPI_EUA,2026-03-11,0.3,0.3,0.0,0.0,36.0,0.4888888888888889,-0.1249393842157932,0.27222222222222214,False,,0.0
CPI_EUA,2026-04-10,0.9,1.0,-0.0999999999999999,-1.007506075986981,29.0,0.3333333333333333,-0.1212636967845227,0.27222222222222214,True,comprar,0.29291210107182575
CPI_EUA,2026-05-12,0.6,0.6,0.0,0.0,33.5,0.4333333333333333,-0.1162528763244271,0.27222222222222214,False,,0.0
CPI_EUA,2026-06-10,0.5,0.5,0.0,0.0,59.0,1.0,-0.1121876764887561,0.27222222222222214,False,,0.0
CPI_EUA,2026-07-14,-0.4,-0.1,-0.3,-3.022518227960944,28.5,0.3222222222222222,-0.1063177437166964,0.27222222222222214,True,comprar,0.28796428258017553
IPCA_BR,2023-01-01,0.53,0.555,-0.025,-0.1189538985448789,69.5,1.0,0.4099589434018034,0.49528301886792453,False,,0.0
IPCA_BR,2023-02-01,0.84,0.78,0.0599999999999999,0.285489356507709,58.0,0.5660377358490566,0.386530763011099,0.49528301886792453,False,,0.0
IPCA_BR,2023-03-01,0.71,0.77,-0.06,-0.2854893565077095,53.0,0.3773584905660377,0.3626344603612574,0.49528301886792453,False,,0.0
IPCA_BR,2023-04-01,0.61,0.55,0.0599999999999999,0.285489356507709,51.5,0.320754716981132,0.3382996536297861,0.49528301886792453,False,,0.0
IPCA_BR,2023-05-01,0.23,0.37,-0.1399999999999999,-0.6661418318513216,50.0,0.2641509433962264,0.3073141711533331,0.49528301886792453,False,,0.0
IPCA_BR,2023-06-01,-0.08,-0.1,0.02,0.0951631188359031,49.5,0.2452830188679245,0.282117563864001,0.49528301886792453,False,,0.0
IPCA_BR,2023-07-01,0.12,0.06,0.06,0.2854893565077093,51.0,0.3018867924528302,0.2566044605567802,0.49528301886792453,False,,0.0
IPCA_BR,2023-08-01,0.23,0.26,-0.03,-0.1427446782538546,46.5,0.1320754716981132,0.2243497467849781,0.49528301886792453,False,,0.0
IPCA_BR,2023-09-01,0.26,0.35,-0.0899999999999999,-0.4282340347615638,46.5,0.1320754716981132,0.1983352961756053,0.49528301886792453,False,,0.0
IPCA_BR,2023-10-01,0.24,0.35,-0.1099999999999999,-0.523397153597467,43.5,0.0188679245283018,0.1657233167274361,0.49528301886792453,False,,0.0
IPCA_BR,2023-11-01,0.28,0.3256,-0.0455999999999999,-0.2169719109458589,44.0,0.0377358490566037,0.1398037357588903,0.49528301886792453,False,,0.0
IPCA_BR,2023-12-01,0.56,0.52,0.04,0.1903262376718063,43.5,0.0188679245283018,0.1145215515061328,0.49528301886792453,False,,0.0
IPCA_BR,2024-01-01,0.42,0.42,0.0,0.0,58.0,0.5660377358490566,0.6036487644432086,0.49528301886792453,False,,0.0
IPCA_BR,2024-02-01,0.83,0.5,0.3299999999999999,1.5701914607924008,56.5,0.5094339622641509,0.0459590729418426,0.49528301886792453,True,vender,0.532847074894901
