data,close,retorno_pct
2023-01-03,364.1340026855469,
2023-01-04,366.9451599121094,0.7720117335458188
2023-01-05,362.7570495605469,-1.1413450316569484
2023-01-06,371.0758056640625,2.29320315445094
2023-01-09,370.865478515625,-0.0566803723732745
2023-01-10,373.4663391113281,0.7012948754661519
2023-01-11,378.1898193359375,1.2647673243722624
2023-01-12,379.56671142578125,0.3640743403038771
2023-01-13,381.039306640625,0.38796742983919774
2023-01-17,380.3412780761719,-0.18319069772806396
2023-01-18,374.33642578125,-1.5788063618273007
2023-01-19,371.611328125,-0.7279808932733833
2023-01-20,378.5340881347656,1.8629033847528342
2023-01-23,383.07598876953125,1.199865686376067
2023-01-24,382.6648254394531,-0.10733205477033714
2023-01-25,382.8082275390625,0.037474596585851394
2023-01-26,387.0154113769531,1.099031717509602
2023-01-27,387.9046325683594,0.2297637678671638
2023-01-30,383.0377502441406,-1.2546595001958538
2023-01-31,388.6696472167969,1.4703242615294654
2023-02-01,392.80029296875,1.0627651995806842
2023-02-02,398.5183410644531,1.4557138062414987
2023-02-03,394.2824401855469,-1.0629124038788351
2023-02-06,391.87286376953125,-0.6111295280818774
2023-02-07,396.9980163574219,1.3078610594748463
2023-02-08,392.6569519042969,-1.0934725802802747
2023-02-09,389.25286865234375,-0.8669356891414015
2023-02-10,390.161376953125,0.23339797184454003
2023-02-13,394.74139404296875,1.173877621001429
2023-02-14,394.55975341796875,-0.04601509437346385
2023-02-15,395.8409729003906,0.32472128019216395
2023-02-16,390.3907470703125,-1.3768725834881201
2023-02-17,389.4154357910156,-0.24982950713255958
2023-02-21,381.6034240722656,-2.0060868164821333
2023-02-22,381.0775451660156,-0.1378077011569001
2023-02-23,383.10467529296875,0.531946883952461
2023-02-24,379.01220703125,-1.0682376190238707
2023-02-27,380.30303955078125,0.34057808576726245
2023-02-28,378.8974914550781,-0.3695863428710422
2023-03-01,377.4440002441406,-0.38361067141291505
2023-03-02,380.3795471191406,0.7777436846528873
2023-03-03,386.4799499511719,1.6037673103702632
2023-03-06,386.7477722167969,0.06929784214131374
2023-03-07,380.8193359375,-1.532894745667368
2023-03-08,381.4408874511719,0.16321427380827647
2023-03-09,374.40338134765625,-1.8449794804487274
2023-03-10,369.0009765625,-1.4429369643272016
2023-03-13,368.4749755859375,-0.14254731287233202
2023-03-14,374.5659484863281,1.6530221328341144
2023-03-15,372.2232666015625,-0.6254390967018519
2023-03-16,378.7540283203125,1.7545280762206295
2023-03-17,374.32537841796875,-1.169268066133522
2023-03-20,377.92474365234375,0.9615605678640282
2023-03-21,382.8870849609375,1.3130501222641922
2023-03-22,376.36016845703125,-1.7046583079635913
2023-03-23,377.377685546875,0.2703572734636728
2023-03-24,379.85400390625,0.6561909869648108
2023-03-27,380.56427001953125,0.18698397436309744
2023-03-28,379.7100524902344,-0.22446078010766035
2023-03-29,385.22906494140625,1.453480732199952
2023-03-30,387.4846496582031,0.5855177924178667
2023-03-31,392.9461975097656,1.4094875387657524
